game_id,team_id,team_position,champion_name,win
5894356019,200,UTILITY,Zilean,true
5894342484,100,TOP,Olaf,true
5894342484,100,MIDDLE,Karthus,true
5894342484,100,JUNGLE,MonkeyKing,true
5894342484,100,UTILITY,Senna,true
5894342484,100,BOTTOM,Soraka,true
5894342484,200,TOP,Camille,false
5894342484,200,JUNGLE,JarvanIV,false
5894342484,200,MIDDLE,Swain,false
5894342484,200,BOTTOM,Ezreal,false
5894342484,200,UTILITY,Yuumi,false
5894258040,100,TOP,Kennen,false
5894258040,100,JUNGLE,Graves,false
5894258040,100,MIDDLE,Katarina,false
5894258040,100,UTILITY,Senna,false
5894258040,100,BOTTOM,Sett,false
5894258040,200,TOP,Sion,true
5894258040,200,JUNGLE,MonkeyKing,true
5894258040,200,MIDDLE,Taliyah,true
5894258040,200,BOTTOM,Jinx,true
5894258040,200,UTILITY,Soraka,true
5891289435,100,TOP,Swain,false
5891289435,100,JUNGLE,Talon,false
5891289435,100,MIDDLE,Ekko,false
5891289435,100,BOTTOM,Jinx,false
5891289435,100,UTILITY,Lulu,false
5891289435,200,TOP,Gnar,true
5891289435,200,JUNGLE,Shyvana,true
5891289435,200,MIDDLE,Singed,true
5891289435,200,UTILITY,Senna,true
5891289435,200,BOTTOM,Seraphine,true
5890415266,100,TOP,Kayle,true
5890415266,100,JUNGLE,Karthus,true
5890415266,100,MIDDLE,Irelia,true
5890415266,100,BOTTOM,Jinx,true
5890415266,100,UTILITY,Zyra,true
5890415266,200,TOP,Gangplank,false
5890415266,200,JUNGLE,Shaco,false
5890415266,200,MIDDLE,Kassadin,false
5890415266,200,BOTTOM,Xayah,false
5890415266,200,UTILITY,Nautilus,false
5889779469,100,TOP,Riven,true
5889779469,100,JUNGLE,Evelynn,true
5889779469,100,MIDDLE,Malzahar,true
5889779469,100,BOTTOM,Twitch,true
5889779469,100,UTILITY,Janna,true
5889779469,200,TOP,Olaf,false
5889779469,200,JUNGLE,Zac,false
5889779469,200,MIDDLE,Garen,false
5889779469,200,BOTTOM,Taliyah,false
5889779469,200,UTILITY,Alistar,false
5889814297,100,TOP,Jax,false
5889814297,100,BOTTOM,Jhin,false
5889814297,100,MIDDLE,Kayle,false
5889814297,100,JUNGLE,Zed,false
5889814297,100,UTILITY,Zilean,false
5889814297,200,TOP,Malphite,true
5889814297,200,JUNGLE,Hecarim,true
5889814297,200,MIDDLE,Annie,true
5889814297,200,BOTTOM,Kaisa,true
5889814297,200,UTILITY,Janna,true
5894532913,100,TOP,Ornn,true
5894532913,100,JUNGLE,Kayn,true
5894532913,100,MIDDLE,Brand,true
5894532913,100,BOTTOM,Xayah,true
5894532913,100,UTILITY,Bard,true
5894532913,200,TOP,Irelia,false
5894532913,200,JUNGLE,Gwen,false
5894532913,200,MIDDLE,Singed,false
5894532913,200,BOTTOM,Tristana,false
5894532913,200,UTILITY,Nautilus,false
5893221940,100,TOP,Irelia,true
5893221940,100,JUNGLE,MonkeyKing,true
5893221940,100,UTILITY,Karma,true
5893221940,100,BOTTOM,Caitlyn,true
5893221940,100,MIDDLE,Katarina,true
5893221940,200,TOP,Camille,false
5893221940,200,JUNGLE,Graves,false
5893221940,200,MIDDLE,Orianna,false
5893221940,200,BOTTOM,Sivir,false
5893221940,200,UTILITY,Yuumi,false
5893195822,100,TOP,Gwen,true
5893195822,100,JUNGLE,XinZhao,true
5893195822,100,MIDDLE,Zoe,true
5893195822,100,BOTTOM,Jinx,true
5893195822,100,UTILITY,Janna,true
5893195822,200,TOP,Irelia,false
5893195822,200,JUNGLE,Nocturne,false
5893195822,200,MIDDLE,Azir,false
5893195822,200,BOTTOM,Lucian,false
5893195822,200,UTILITY,Nami,false
5893038112,100,TOP,Shen,false
5893038112,100,JUNGLE,MonkeyKing,false
5893038112,100,MIDDLE,Singed,false
5893038112,100,BOTTOM,Twitch,false
5893038112,100,UTILITY,Rakan,false
5893038112,200,TOP,Gangplank,true
5893038112,200,JUNGLE,Lillia,true
5893038112,200,MIDDLE,Irelia,true
5893038112,200,BOTTOM,Jhin,true
5893038112,200,UTILITY,Brand,true
5892972624,100,TOP,Irelia,true
5892972624,100,JUNGLE,Vi,true
5892972624,100,MIDDLE,Veigar,true
5892972624,100,BOTTOM,Ezreal,true
5892972624,100,UTILITY,Yuumi,true
5892972624,200,TOP,Sett,false
5892972624,200,JUNGLE,Evelynn,false
5892972624,200,MIDDLE,TwistedFate,false
5892972624,200,BOTTOM,Kaisa,false
5892972624,200,UTILITY,Pyke,false
5892846184,100,TOP,Camille,false
5892846184,100,JUNGLE,Nocturne,false
5892846184,100,MIDDLE,Karma,false
5892846184,100,BOTTOM,TahmKench,false
5892846184,100,UTILITY,Senna,false
5892846184,200,TOP,Irelia,true
5892846184,200,JUNGLE,Vi,true
5892846184,200,MIDDLE,Taliyah,true
5892846184,200,BOTTOM,Ezreal,true
5892846184,200,UTILITY,Yuumi,true
5891364353,100,TOP,Gragas,false
5891364353,100,JUNGLE,Evelynn,false
5891364353,100,MIDDLE,Yone,false
5891364353,100,BOTTOM,Jhin,false
5891364353,100,UTILITY,Senna,false
5891364353,200,TOP,Shen,true
5891364353,200,JUNGLE,MonkeyKing,true
5891364353,200,MIDDLE,Viktor,true
5891364353,200,BOTTOM,Vayne,true
5891364353,200,UTILITY,Nami,true
5891346621,100,TOP,Camille,false
5891346621,100,JUNGLE,Olaf,false
5891346621,100,MIDDLE,Seraphine,false
5891346621,100,BOTTOM,Xayah,false
5891346621,100,UTILITY,Zilean,false
5891346621,200,TOP,Irelia,true
5891346621,200,JUNGLE,Taliyah,true
5891346621,200,MIDDLE,Jayce,true
5891346621,200,BOTTOM,Kaisa,true
5891346621,200,UTILITY,Pyke,true
5891260174,100,TOP,Jax,true
5891260174,100,JUNGLE,Shyvana,true
5891260174,100,MIDDLE,Lucian,true
5891260174,100,BOTTOM,KogMaw,true
5891260174,100,UTILITY,Renata,true
5891260174,200,TOP,Irelia,false
5891260174,200,JUNGLE,Olaf,false
5891260174,200,MIDDLE,Veigar,false
5891260174,200,BOTTOM,Kaisa,false
5891260174,200,UTILITY,Zilean,false
5891118563,100,TOP,Irelia,true
5891118563,100,JUNGLE,LeeSin,true
5891118563,100,MIDDLE,Katarina,true
5891118563,100,BOTTOM,Vayne,true
5891118563,100,UTILITY,Janna,true
5891118563,200,TOP,Cassiopeia,false
5891118563,200,JUNGLE,MonkeyKing,false
5891118563,200,MIDDLE,Ahri,false
5891118563,200,BOTTOM,Ezreal,false
5891118563,200,UTILITY,Karma,false
5889907588,100,TOP,Gwen,true
5889907588,100,JUNGLE,MonkeyKing,true
5889907588,100,MIDDLE,Azir,true
5889907588,100,BOTTOM,Aphelios,true
5889907588,100,UTILITY,Senna,true
5889907588,200,TOP,Irelia,false
5889907588,200,JUNGLE,Shyvana,false
5889907588,200,MIDDLE,Katarina,false
5889907588,200,BOTTOM,Tristana,false
5889907588,200,UTILITY,Janna,false
5889893173,100,TOP,Jax,false
5889893173,100,JUNGLE,Kayn,false
5889893173,100,MIDDLE,Azir,false
5889893173,100,BOTTOM,Kaisa,false
5889893173,100,UTILITY,Poppy,false
5889893173,200,TOP,Irelia,true
5889893173,200,JUNGLE,Lillia,true
5889893173,200,MIDDLE,Viktor,true
